ZoneName	Time	SystemTime	Frame	Velocity	LaneName	LanePos	LaneIndex	LaneCount	LaneHeading	SpeedLimit	Steer	Accel	Brake	Gear	Horn	SubjectEngineRPM	SubjectHeading	SubjectPitch	SubjectRoll	SubjectX	SubjectY	SubjectZ	Signal	LatAccel	LongAccel	Collision	CollisionAngle	CollisionVelocity	VehAhead	HeadwayTime	HeadwayDist	TTC	TerrainType	CultureType	Slip	DigitalInputs	DigitalInputs2	ActiveTrigger	EntityName	DistToEntity	TimeToEntity	EntityVelocity	EntityAccel	EntityHeading	EntityX	EntityY	EntityZ	GrabData	
Unknown	0.98335	01/16/0117 10:54.10	00000059	0.002	Inter625t13-0	-0.088	1	2	0.000	11.111	0.0	0.000	0.000	D	F	0.0	0.000	0.153	-0.000	1503.500	523.206	0.019	-	-0.000	0.000	-	-	-	-	-	-	-	PAVEMENT_GENERAL	Urban	F	1011101000011101	0000000000010000	-	-	-	-	-	-	-	-	-	-	Terminate	
Unknown	1.98337	01/16/0117 10:54.11	00000119	0.000	Inter625t13-0	-0.088	1	2	0.000	11.111	1.3	0.000	0.000	D	F	0.0	0.000	0.197	-0.000	1503.500	523.208	0.026	-	0.000	-0.001	-	-	-	-	-	-	-	PAVEMENT_GENERAL	Urban	F	1011101000011101	0000000000010000	-	-	-	-	-	-	-	-	-	-	Terminate	
Unknown	2.98339	01/16/0117 10:54.12	00000179	-0.000	Inter625t13-0	-0.088	1	2	0.000	11.111	2.2	0.000	0.000	D	F	0.0	0.000	0.207	-0.000	1503.500	523.208	0.028	-	-0.000	-0.000	-	-	-	-	-	-	-	PAVEMENT_GENERAL	Urban	F	1011101000011101	0000000000010000	-	-	-	-	-	-	-	-	-	-	Terminate	
Unknown	3.98341	01/16/0117 10:54.13	00000239	0.000	Inter625t13-0	-0.088	1	2	0.000	11.111	2.2	0.000	0.000	D	F	205.6	0.000	0.209	-0.000	1503.500	523.208	0.028	-	0.000	0.000	-	-	-	-	-	-	-	PAVEMENT_GENERAL	Urban	F	1011101000011111	0000000000010000	-	-	-	-	-	-	-	-	-	-	Terminate	
Unknown	4.98343	01/16/0117 10:54.14	00000299	0.006	Inter625t13-0	-0.088	1	2	0.000	11.111	2.7	0.000	0.000	D	F	477.5	0.000	0.207	-0.000	1503.500	523.209	0.027	-	0.000	0.021	-	-	-	-	-	-	-	PAVEMENT_GENERAL	Urban	F	1011101000011101	0000000000010000	-	-	-	-	-	-	-	-	-	-	Terminate	
Unknown	5.98345	01/16/0117 10:54.15	00000359	0.068	Inter625t13-0	-0.088	1	2	0.000	11.111	3.2	0.000	0.000	D	F	477.5	0.003	0.204	-0.000	1503.500	523.235	0.025	-	0.000	0.149	-	-	-	-	-	-	-	PAVEMENT_GENERAL	Urban	F	1011101000011101	0000000000010000	-	-	-	-	-	-	-	-	-	-	Terminate	
Unknown	6.98347	01/16/0117 10:54.16	00000419	0.271	Inter625t13-0	-0.088	1	2	0.000	11.111	4.0	0.000	0.000	D	F	477.5	0.016	0.206	-0.000	1503.500	523.401	0.025	-	0.001	0.199	-	-	-	-	-	-	-	PAVEMENT_GENERAL	Urban	F	1011101000011101	0000000000010000	-	-	-	-	-	-	-	-	-	-	Terminate	
Unknown	7.98349	01/16/0117 10:54.17	00000479	1.008	Inter625t13-0	-0.086	1	2	0.000	11.111	4.8	0.063	0.000	D	F	993.9	0.066	0.223	-0.001	1503.502	523.906	0.022	-	0.005	1.486	-	-	-	-	-	-	-	PAVEMENT_GENERAL	Urban	F	1011101000011101	0000000000010000	-	-	-	-	-	-	-	-	-	-	Terminate	
Unknown	8.98351	01/16/0117 10:54.18	00000539	2.888	Inter625t13-0	-0.076	1	2	0.000	11.111	4.1	0.120	0.000	D	F	1392.7	0.238	0.216	-0.002	1503.512	525.781	0.016	-	0.016	2.100	-	-	-	-	-	-	-	PAVEMENT_GENERAL	Urban	F	1011101000011101	0000000000010000	-	-	-	-	-	-	-	-	-	-	Terminate	
Unknown	9.98353	01/16/0117 10:54.19	00000599	5.015	Inter625t13-0	-0.042	1	2	0.000	11.111	1.5	0.183	0.000	D	F	1802.8	0.512	0.221	-0.001	1503.546	529.735	0.017	-	0.012	2.035	-	-	-	-	-	-	-	PAVEMENT_GENERAL	Urban	F	1011101000011101	0000000000010000	-	-	-	-	-	-	-	-	-	-	Terminate	
