ZoneName	Time	SystemTime	Frame	Velocity	LaneName	LanePos	LaneIndex	LaneCount	LaneHeading	SpeedLimit	Steer	Accel	Brake	Gear	Horn	SubjectEngineRPM	SubjectHeading	SubjectPitch	SubjectRoll	SubjectX	SubjectY	SubjectZ	Signal	LatAccel	LongAccel	Collision	CollisionAngle	CollisionVelocity	VehAhead	HeadwayTime	HeadwayDist	TTC	TerrainType	CultureType	Slip	DigitalInputs	DigitalInputs2	ActiveTrigger	EntityName	DistToEntity	TimeToEntity	EntityVelocity	EntityAccel	EntityHeading	EntityX	EntityY	EntityZ	GrabData	
Unknown	0.98335	01/16/0117 09:31.01	00000059	0.002	Inter625t13-0	-0.088	1	2	0.000	11.111	-0.5	0.000	0.000	D	F	0.0	0.000	0.153	0.000	1503.500	523.206	0.019	-	0.000	0.000	-	-	-	-	-	-	-	PAVEMENT_GENERAL	Urban	F	1011101000011101	0000000000010000	-	-	-	-	-	-	-	-	-	-	Terminate	
Unknown	1.98337	01/16/0117 09:31.02	00000119	0.000	Inter625t13-0	-0.088	1	2	0.000	11.111	-3.4	0.000	0.000	D	F	0.0	0.000	0.197	0.000	1503.500	523.208	0.026	-	-0.000	-0.001	-	-	-	-	-	-	-	PAVEMENT_GENERAL	Urban	F	1011101000011101	0000000000010000	-	-	-	-	-	-	-	-	-	-	Terminate	
Unknown	2.98339	01/16/0117 09:31.03	00000179	0.001	Inter625t13-0	-0.088	1	2	0.000	11.111	-2.9	0.000	0.000	D	F	244.4	0.000	0.207	0.000	1503.500	523.208	0.028	-	-0.000	-0.000	-	-	-	-	-	-	-	PAVEMENT_GENERAL	Urban	F	1011101000011111	0000000000010000	-	-	-	-	-	-	-	-	-	-	Terminate	
Unknown	3.98341	01/16/0117 09:31.04	00000239	0.012	Inter625t13-0	-0.088	1	2	0.000	11.111	-2.6	0.021	0.000	D	F	628.1	0.000	0.209	0.000	1503.500	523.210	0.027	-	-0.000	0.073	-	-	-	-	-	-	-	PAVEMENT_GENERAL	Urban	F	1011101000011101	0000000000010000	-	-	-	-	-	-	-	-	-	-	Terminate	
Unknown	4.98343	01/16/0117 09:31.05	00000299	0.718	Inter625t13-0	-0.088	1	2	0.000	11.111	-2.7	0.092	0.000	D	F	1156.2	0.000	0.242	0.001	1503.500	523.362	0.019	-	-0.005	2.311	-	-	-	-	-	-	-	PAVEMENT_GENERAL	Urban	F	1011101000011101	0000000000010000	-	-	-	-	-	-	-	-	-	-	Terminate	
Unknown	5.98345	01/16/0117 09:31.06	00000359	2.999	Inter625t13-0	-0.092	1	2	0.000	11.111	-0.8	0.122	0.000	D	F	1408.0	359.922	0.218	-0.001	1503.496	525.238	0.016	-	0.003	2.096	-	-	-	-	-	-	-	PAVEMENT_GENERAL	Urban	F	1011101000011101	0000000000010000	-	-	-	-	-	-	-	-	-	-	Terminate	
Unknown	6.98347	01/16/0117 09:31.07	00000419	4.844	Inter625t13-0	-0.100	1	2	0.000	11.111	-0.1	0.145	0.000	D	F	1672.8	359.878	0.215	0.000	1503.488	529.211	0.018	-	0.002	1.559	-	-	-	-	-	-	-	PAVEMENT_GENERAL	Urban	F	1011101000011101	0000000000010000	-	-	-	-	-	-	-	-	-	-	Terminate	
Unknown	7.98349	01/16/0117 09:31.08	00000479	6.475	Inter625t49-0	-0.112	1	1	0.005	11.111	0.1	0.175	0.000	D	F	1705.1	359.863	0.212	0.000	1503.476	534.874	0.019	-	0.002	1.502	-	-	-	-	-	-	-	PAVEMENT_GENERAL	Urban	F	1011101000011101	0000000000010000	-	-	-	-	-	-	-	-	-	-	Terminate	
Unknown	8.98351	01/16/0117 09:31.09	00000539	7.824	Inter625t49-0	-0.123	1	1	0.007	11.111	0.7	0.198	0.000	D	F	1755.0	0.000	0.215	-0.002	1503.466	542.035	0.020	-	0.015	1.326	-	-	-	-	-	-	-	PAVEMENT_GENERAL	Urban	F	1011101000011101	0000000000010000	-	-	-	-	-	-	-	-	-	-	Terminate	
Unknown	9.98353	01/16/0117 09:31.10	00000599	8.997	Inter625t49-0	-0.119	1	1	0.008	11.111	0.7	0.187	0.000	D	F	1808.8	0.076	0.210	-0.002	1503.471	550.471	0.021	-	0.018	1.045	-	-	-	-	-	-	-	PAVEMENT_GENERAL	Urban	F	1011101000011101	0000000000010000	-	-	-	-	-	-	-	-	-	-	Terminate	
