ZoneName	Time	SystemTime	Frame	Velocity	LaneName	LanePos	LaneIndex	LaneCount	LaneHeading	SpeedLimit	Steer	Accel	Brake	Gear	Horn	SubjectEngineRPM	SubjectHeading	SubjectPitch	SubjectRoll	SubjectX	SubjectY	SubjectZ	Signal	LatAccel	LongAccel	Collision	CollisionAngle	CollisionVelocity	VehAhead	HeadwayTime	HeadwayDist	TTC	TerrainType	CultureType	Slip	DigitalInputs	DigitalInputs2	ActiveTrigger	EntityName	DistToEntity	TimeToEntity	EntityVelocity	EntityAccel	EntityHeading	EntityX	EntityY	EntityZ	GrabData	
Unknown	0.98335	01/16/0117 09:42.52	00000059	0.002	Inter625t13-0	-0.088	1	2	0.000	11.111	-4.6	0.000	0.000	D	F	0.0	0.000	0.153	0.002	1503.500	523.206	0.019	-	0.000	0.000	-	-	-	-	-	-	-	PAVEMENT_GENERAL	Urban	F	1011101000011101	0000000000010000	-	-	-	-	-	-	-	-	-	-	Terminate	
Unknown	1.98337	01/16/0117 09:42.53	00000119	0.000	Inter625t13-0	-0.088	1	2	0.000	11.111	-4.6	0.000	0.000	D	F	0.0	0.000	0.197	0.000	1503.500	523.208	0.026	-	-0.000	-0.001	-	-	-	-	-	-	-	PAVEMENT_GENERAL	Urban	F	1011101000011101	0000000000010000	-	-	-	-	-	-	-	-	-	-	Terminate	
Unknown	2.98339	01/16/0117 09:42.54	00000179	-0.000	Inter625t13-0	-0.088	1	2	0.000	11.111	-4.6	0.000	0.000	D	F	0.0	0.000	0.207	0.000	1503.500	523.208	0.028	-	-0.000	-0.000	-	-	-	-	-	-	-	PAVEMENT_GENERAL	Urban	F	1011101000011101	0000000000010000	-	-	-	-	-	-	-	-	-	-	Terminate	
Unknown	3.98341	01/16/0117 09:42.55	00000239	-0.000	Inter625t13-0	-0.088	1	2	0.000	11.111	-4.6	0.000	0.000	D	F	0.0	0.000	0.210	0.000	1503.500	523.208	0.028	-	-0.000	-0.000	-	-	-	-	-	-	-	PAVEMENT_GENERAL	Urban	F	1111101000011101	0000000000010000	-	-	-	-	-	-	-	-	-	-	Terminate	
Unknown	4.98343	01/16/0117 09:42.56	00000299	0.000	Inter625t13-0	-0.088	1	2	0.000	11.111	-4.6	0.000	0.000	D	F	322.2	0.000	0.209	0.000	1503.500	523.208	0.028	-	-0.000	0.001	-	-	-	-	-	-	-	PAVEMENT_GENERAL	Urban	F	1011101000011101	0000000000010000	-	-	-	-	-	-	-	-	-	-	Terminate	
Unknown	5.98345	01/16/0117 09:42.57	00000359	0.014	Inter625t13-0	-0.088	1	2	0.000	11.111	-4.5	0.000	0.000	D	F	477.5	0.000	0.201	-0.000	1503.500	523.213	0.025	-	-0.000	0.023	-	-	-	-	-	-	-	PAVEMENT_GENERAL	Urban	F	1011101000011101	0000000000010000	-	-	-	-	-	-	-	-	-	-	Terminate	
Unknown	6.98347	01/16/0117 09:42.58	00000419	0.367	Inter625t13-0	-0.088	1	2	0.000	11.111	12.6	0.060	0.000	D	F	947.2	0.017	0.228	-0.001	1503.500	523.302	0.022	-	0.011	1.264	-	-	-	-	-	-	-	PAVEMENT_GENERAL	Urban	F	1011101000011101	0000000000010000	-	-	-	-	-	-	-	-	-	-	Terminate	
Unknown	7.98349	01/16/0117 09:42.59	00000479	2.260	Inter625t13-0	-0.073	1	2	0.000	11.111	15.2	0.118	0.000	D	F	1335.6	0.393	0.212	-0.006	1503.515	524.491	0.016	-	0.047	2.439	-	-	-	-	-	-	-	PAVEMENT_GENERAL	Urban	F	1011101000011101	0000000000010000	-	-	-	-	-	-	-	-	-	-	Terminate	
Unknown	8.98351	01/16/0117 09:43.00	00000539	4.315	Inter625t13-0	-0.015	1	2	0.000	11.111	-0.9	0.141	0.000	D	F	1602.9	0.912	0.215	0.004	1503.573	527.820	0.017	-	-0.022	1.775	-	-	-	-	-	-	-	PAVEMENT_GENERAL	Urban	F	1011101000011101	0000000000010000	-	-	-	-	-	-	-	-	-	-	Terminate	
Unknown	9.98353	01/16/0117 09:43.01	00000599	5.794	Inter625t49-0	0.050	1	1	0.005	11.111	-1.9	0.143	0.000	D	F	1740.4	0.649	0.218	0.000	1503.638	532.911	0.020	-	-0.016	1.486	-	-	-	-	-	-	-	PAVEMENT_GENERAL	Urban	F	1011101000011101	0000000000010000	-	-	-	-	-	-	-	-	-	-	Terminate	
